left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
"Ann asked Mary what time the library closes, because",she,had forgotten.,"Ann,Mary",0,"How does the sentence end?

Olivia tried to counsel Emily, but 

OPTIONS: 
-  Olivia was rejected. 
-  Emily was rejected.
Output: Olivia was rejected.
=======================================
How does the sentence end?

In last week's tennis match, Djokovic imitated Roddick's serve because 

OPTIONS: 
-  Djokovic was the better player. 
-  Roddick was the better player.
Output: Roddick was the better player.
=======================================
How does the sentence end?

Sarah went to Kelly's house because 

OPTIONS: 
-  Sarah was leaving from work. 
-  Kelly was leaving from work.
Output: Sarah was leaving from work.
=======================================
How does the sentence end?

The lumberjacks cut the trees so 

OPTIONS: 
-  The lumberjacks could be sold. 
-  the trees could be sold.
Output: the trees could be sold.
=======================================
How does the sentence end?

Ann asked Mary what time the library closes, because

 OPTIONS: 
- Ann had forgotten.
 - Mary had forgotten.
Output: ",ann had forgotten,ann had forgotten,True,4
"Ann asked Mary what time the library closes, but",she,had forgotten.,"Ann,Mary",1,"How does the sentence end?

The man stole the neighbor's bike because 

OPTIONS: 
-  The man needed one. 
-  the neighbor needed one.
Output: The man needed one.
=======================================
How does the sentence end?

It annoyed Chris when Sebastian jangled his keys because 

OPTIONS: 
-  Chris was in a bad mood. 
-  Sebastian was in a bad mood.
Output: Chris was in a bad mood.
=======================================
How does the sentence end?

Cheesecake is better than fruitcake because 

OPTIONS: 
-  Cheesecake is gross. 
-  fruitcake is gross.
Output: fruitcake is gross.
=======================================
How does the sentence end?

Rosie beat Mary in Scrabble because 

OPTIONS: 
-  Rosie had a good vocabulary. 
-  Mary had a good vocabulary.
Output: Rosie had a good vocabulary.
=======================================
How does the sentence end?

Ann asked Mary what time the library closes, but

 OPTIONS: 
- Ann had forgotten.
 - Mary had forgotten.
Output: ",mary had forgotten,mary had forgotten,True,4
I took the water bottle out of the backpack so that,it,would be handy.,"The water bottle,The backpack",0,"How does the sentence end?

Olivia tried to counsel Emily, but 

OPTIONS: 
-  Olivia was not interested. 
-  Emily was not interested.
Output: Emily was not interested.
=======================================
How does the sentence end?

England won the bid over Spain because 

OPTIONS: 
-  England prepared better. 
-  Spain prepared better.
Output: England prepared better.
=======================================
How does the sentence end?

Luigi rescued Mario because 

OPTIONS: 
-  Luigi was in trouble. 
-  Mario was in trouble.
Output: Mario was in trouble.
=======================================
How does the sentence end?

The gardener watered the owner's rose because 

OPTIONS: 
-  The gardener was doing his job. 
-  the owner was doing his job.
Output: The gardener was doing his job.
=======================================
How does the sentence end?

I took the water bottle out of the backpack so that

 OPTIONS: 
- The water bottle would be handy.
 - The backpack would be handy.
Output: ",the water bottle would be handy,the water bottle would be handy,True,4
I took the water bottle out of the backpack so that,it,would be lighter.,"The water bottle,The backpack",1,"How does the sentence end?

Mary stabbed Jennifer, so John took 

OPTIONS: 
-  Mary to the hospital. 
-  Jennifer to the hospital.
Output: Jennifer to the hospital.
=======================================
How does the sentence end?

The red team defeated the blue team because 

OPTIONS: 
-  The red team missed the last penalty kick. 
-  the blue team missed the last penalty kick.
Output: the blue team missed the last penalty kick.
=======================================
How does the sentence end?

John disliked Bill, but 

OPTIONS: 
-  John did not know. 
-  Bill did not know.
Output: Bill did not know.
=======================================
How does the sentence end?

Paul made fun of Henry since 

OPTIONS: 
-  Paul knew everyone else did. 
-  Henry knew everyone else did.
Output: Paul knew everyone else did.
=======================================
How does the sentence end?

I took the water bottle out of the backpack so that

 OPTIONS: 
- The water bottle would be lighter.
 - The backpack would be lighter.
Output: ",the backpack would be lighter,the backpack would be lighter,True,4
I couldn't put the pot on the shelf because,it,was too tall.,"The pot,The shelf",0,"How does the sentence end?

Fred drove to Mack's tire shop, and 

OPTIONS: 
-  Fred bought a tire. 
-  Mack bought a tire.
Output: Fred bought a tire.
=======================================
How does the sentence end?

Steven assassinated the president because 

OPTIONS: 
-  Steven was paid to do it. 
-  the president was paid to do it.
Output: Steven was paid to do it.
=======================================
How does the sentence end?

Zidane headbutted Zambrotta because 

OPTIONS: 
-  Zidane could not control his anger. 
-  Zambrotta could not control his anger.
Output: Zidane could not control his anger.
=======================================
How does the sentence end?

The man gave the beggar some money because 

OPTIONS: 
-  The man was very generous. 
-  the beggar was very generous.
Output: The man was very generous.
=======================================
How does the sentence end?

I couldn't put the pot on the shelf because

 OPTIONS: 
- The pot was too tall.
 - The shelf was too tall.
Output: ",the pot was too tall,the pot was too tall,True,4
I couldn't put the pot on the shelf because,it,was too high.,"The pot,The shelf",1,"How does the sentence end?

Bill returned Jim twenty dollars because 

OPTIONS: 
-  Bill borrowed money. 
-  Jim borrowed money.
Output: Bill borrowed money.
=======================================
How does the sentence end?

Mr. Sanders gave James a promotion because 

OPTIONS: 
-  Mr Sanders has done good work. 
-  James has done good work.
Output: James has done good work.
=======================================
How does the sentence end?

The construction workers hollered at the girls when 

OPTIONS: 
-  The construction workers walked by. 
-  the girls walked by.
Output: the girls walked by.
=======================================
How does the sentence end?

The cow ran into the fence and 

OPTIONS: 
-  The cow got hurt. 
-  the fence got hurt.
Output: The cow got hurt.
=======================================
How does the sentence end?

I couldn't put the pot on the shelf because

 OPTIONS: 
- The pot was too high.
 - The shelf was too high.
Output: ",the pot was too high,the shelf was too high,False,4
I'm sure that my map will show this building;,it,is very good.,"The map,The building",0,"How does the sentence end?

Shawn hit Joe but 

OPTIONS: 
-  Shawn did not scream. 
-  Joe did not scream.
Output: Joe did not scream.
=======================================
How does the sentence end?

Kyle beat Mark in the race because 

OPTIONS: 
-  Kyle was the fastest kid in school. 
-  Mark was the fastest kid in school.
Output: Kyle was the fastest kid in school.
=======================================
How does the sentence end?

The authorities detained the hikers because 

OPTIONS: 
-  The authorities were prejudiced. 
-  the hikers were prejudiced.
Output: The authorities were prejudiced.
=======================================
How does the sentence end?

The employees crushed the boxes because 

OPTIONS: 
-  The employees were empty. 
-  the boxes were empty.
Output: the boxes were empty.
=======================================
How does the sentence end?

I'm sure that my map will show this building;

 OPTIONS: 
- The map is very good.
 - The building is very good.
Output: ",the map is very good,the map is very good,True,4
I'm sure that my map will show this building;,it,is very famous.,"The map,The building",1,"How does the sentence end?

Kevin stared at Michael and 

OPTIONS: 
-  Kevin got angry. 
-  Michael got angry.
Output: Michael got angry.
=======================================
How does the sentence end?

The squirrels buried the nuts so 

OPTIONS: 
-  The squirrels would not get lost. 
-  the nuts would not get lost.
Output: the nuts would not get lost.
=======================================
How does the sentence end?

Sally gave Kelly a doll because 

OPTIONS: 
-  Sally loved dolls. 
-  Kelly loved dolls.
Output: Kelly loved dolls.
=======================================
How does the sentence end?

The man asked Mark the question again because 

OPTIONS: 
-  The man was being evasive. 
-  Mark was being evasive.
Output: Mark was being evasive.
=======================================
How does the sentence end?

I'm sure that my map will show this building;

 OPTIONS: 
- The map is very famous.
 - The building is very famous.
Output: ",the building is very famous,the building is very famous,True,4
Bob paid for Charlie's college education.,He,is very generous.,"Bob,Charlie",0,"How does the sentence end?

The Emancipation Proclamation made slavery illegal, but 

OPTIONS: 
-  The Emancipation Proclamation did not actually cause many slaves to be freed. 
-  slavery did not actually cause many slaves to be freed.
Output: The Emancipation Proclamation did not actually cause many slaves to be freed.
=======================================
How does the sentence end?

Sam helped Davey fortify their bunker because 

OPTIONS: 
-  Sam thought the Mexicans were invading. 
-  Davey thought the Mexicans were invading.
Output: Davey thought the Mexicans were invading.
=======================================
How does the sentence end?

The army crossed the river because 

OPTIONS: 
-  The army was retreating. 
-  the river was retreating.
Output: The army was retreating.
=======================================
How does the sentence end?

The monsters at the haunted house chased the children because 

OPTIONS: 
-  The monsters are trying to scare them. 
-  the children are trying to scare them.
Output: The monsters are trying to scare them.
=======================================
How does the sentence end?

Bob paid for Charlie's college education.

 OPTIONS: 
- Bob is very generous.
 - Charlie is very generous.
Output: ",bob is very generous,bob is very generous,True,4
Bob paid for Charlie's college education.,He,is very grateful.,"Bob,Charlie",1,"How does the sentence end?

The academic clubs lost their members because 

OPTIONS: 
-  The academic clubs did not have free time. 
-  their members did not have free time.
Output: their members did not have free time.
=======================================
How does the sentence end?

The doctor told Susan that 

OPTIONS: 
-  The doctor had cancer. 
-  Susan had cancer.
Output: Susan had cancer.
=======================================
How does the sentence end?

The red team defeated the blue team because 

OPTIONS: 
-  The red team missed the last penalty kick. 
-  the blue team missed the last penalty kick.
Output: the blue team missed the last penalty kick.
=======================================
How does the sentence end?

Joe slapped Jose in the face because 

OPTIONS: 
-  Joe was angry. 
-  Jose was angry.
Output: Joe was angry.
=======================================
How does the sentence end?

Bob paid for Charlie's college education.

 OPTIONS: 
- Bob is very grateful.
 - Charlie is very grateful.
Output: ",charlie is very grateful,charlie is very grateful,True,4
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",He,is very hurt.,"Bob,Charlie",0,"How does the sentence end?

Monkeys hate lions because 

OPTIONS: 
-  Monkeys eat them. 
-  lions eat them.
Output: Monkeys eat them.
=======================================
How does the sentence end?

Zidane headbutted Zambrotta because 

OPTIONS: 
-  Zidane could not control his anger. 
-  Zambrotta could not control his anger.
Output: Zidane could not control his anger.
=======================================
How does the sentence end?

The chef made breakfast for the captain because 

OPTIONS: 
-  The chef required food. 
-  the captain required food.
Output: the captain required food.
=======================================
How does the sentence end?

Apple defeated Microsoft in the war because 

OPTIONS: 
-  Apple were creative. 
-  Microsoft were creative.
Output: Apple were creative.
=======================================
How does the sentence end?

Bob paid for Charlie's college education, but now Charlie acts as though it never happened.

 OPTIONS: 
- Bob is very hurt.
 - Charlie is very hurt.
Output: ",bob is very hurt,bob is very hurt,True,4
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",He,is very ungrateful.,"Bob,Charlie",1,"How does the sentence end?

It annoyed Chris when Sebastian jangled his keys because 

OPTIONS: 
-  Chris wanted to make fun. 
-  Sebastian wanted to make fun.
Output: Sebastian wanted to make fun.
=======================================
How does the sentence end?

Monkeys hate lions because 

OPTIONS: 
-  Monkeys eat them. 
-  lions eat them.
Output: Monkeys eat them.
=======================================
How does the sentence end?

Thomas pursued Peter, but 

OPTIONS: 
-  Thomas fell behind. 
-  Peter fell behind.
Output: Thomas fell behind.
=======================================
How does the sentence end?

The government tried to free the journalists from North Korea, but 

OPTIONS: 
-  The government were unsuccessful. 
-  the journalists were unsuccessful.
Output: The government were unsuccessful.
=======================================
How does the sentence end?

Bob paid for Charlie's college education, but now Charlie acts as though it never happened.

 OPTIONS: 
- Bob is very ungrateful.
 - Charlie is very ungrateful.
Output: ",charlie is very ungrateful,charlie is very ungrateful,True,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,",he,would have won.,"Bob,Adam",0,"How does the sentence end?

The master rewarded the dog because 

OPTIONS: 
-  The master was a good companion. 
-  the dog was a good companion.
Output: the dog was a good companion.
=======================================
How does the sentence end?

Allen chased the leprechaun because 

OPTIONS: 
-  Allen had a pot of gold. 
-  the leprechaun had a pot of gold.
Output: the leprechaun had a pot of gold.
=======================================
How does the sentence end?

The knife cut through the fence because 

OPTIONS: 
-  The knife was rusty. 
-  the fence was rusty.
Output: the fence was rusty.
=======================================
How does the sentence end?

The Batman does not kill Joker because 

OPTIONS: 
-  The Batman is always thrown in jail instead. 
-  Joker is always thrown in jail instead.
Output: Joker is always thrown in jail instead.
=======================================
How does the sentence end?

Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,

 OPTIONS: 
- Bob would have won.
 - Adam would have won.
Output: ",bob would have won,bob would have won,True,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,",he,would have lost.,"Bob,Adam",1,"How does the sentence end?

The coach told the captain that 

OPTIONS: 
-  The coach was fired. 
-  the captain was fired.
Output: the captain was fired.
=======================================
How does the sentence end?

Shawn hit Joe but 

OPTIONS: 
-  Shawn did not scream. 
-  Joe did not scream.
Output: Joe did not scream.
=======================================
How does the sentence end?

The golfers waved on the players because 

OPTIONS: 
-  The golfers were holding them up. 
-  the players were holding them up.
Output: The golfers were holding them up.
=======================================
How does the sentence end?

The government wants to prohibit the people from playing chess on Monday because 

OPTIONS: 
-  The government want Mondays to be more productive. 
-  the people want Mondays to be more productive.
Output: The government want Mondays to be more productive.
=======================================
How does the sentence end?

Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,

 OPTIONS: 
- Bob would have lost.
 - Adam would have lost.
Output: ",bob would have lost,adam would have lost,False,4
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,",he,would be gone by this time.,"Adam,Bob",0,"How does the sentence end?

The teacher told the student that 

OPTIONS: 
-  The teacher needed to practice. 
-  the student needed to practice.
Output: the student needed to practice.
=======================================
How does the sentence end?

The police officer chased the thief because 

OPTIONS: 
-  The police officer was protecting the bank. 
-  the thief was protecting the bank.
Output: The police officer was protecting the bank.
=======================================
How does the sentence end?

The food in the refrigerator went bad because 

OPTIONS: 
-  The food was past the expiration date. 
-  the refrigerator was past the expiration date.
Output: The food was past the expiration date.
=======================================
How does the sentence end?

Sega lost to Nintendo because 

OPTIONS: 
-  Sega were superior. 
-  Nintendo were superior.
Output: Nintendo were superior.
=======================================
How does the sentence end?

Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,

 OPTIONS: 
- Adam would be gone by this time.
 - Bob would be gone by this time.
Output: ",adam would be gone by this time,adam would be gone by this time,True,4
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,",he,would be here by this time.,"Adam,Bob",1,"How does the sentence end?

The car hop brought the man his tray, but 

OPTIONS: 
-  The car hop forgot his french fries. 
-  the man forgot his french fries.
Output: The car hop forgot his french fries.
=======================================
How does the sentence end?

The spider ate the fly because 

OPTIONS: 
-  The spider was hungry. 
-  the fly was hungry.
Output: The spider was hungry.
=======================================
How does the sentence end?

John ridiculed Bill because 

OPTIONS: 
-  John acted like a fool. 
-  Bill acted like a fool.
Output: Bill acted like a fool.
=======================================
How does the sentence end?

The food in the refrigerator went bad because 

OPTIONS: 
-  The food was past the expiration date. 
-  the refrigerator was past the expiration date.
Output: The food was past the expiration date.
=======================================
How does the sentence end?

Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,

 OPTIONS: 
- Adam would be here by this time.
 - Bob would be here by this time.
Output: ",bob would be here by this time,bob would be here by this time,True,4
"If the con artist has succeeded in fooling Sam,",he,would have gotten a lot of money.,"The con artist,Sam",0,"How does the sentence end?

Mary cleaned Susan's room and 

OPTIONS: 
-  Mary was thankful. 
-  Susan was thankful.
Output: Susan was thankful.
=======================================
How does the sentence end?

The red team defeated the blue team because 

OPTIONS: 
-  The red team missed the last penalty kick. 
-  the blue team missed the last penalty kick.
Output: the blue team missed the last penalty kick.
=======================================
How does the sentence end?

The car hop brought the man his tray, but 

OPTIONS: 
-  The car hop was not in the car. 
-  the man was not in the car.
Output: the man was not in the car.
=======================================
How does the sentence end?

John gave a large sum of money to Bill because 

OPTIONS: 
-  John needed a loan. 
-  Bill needed a loan.
Output: Bill needed a loan.
=======================================
How does the sentence end?

If the con artist has succeeded in fooling Sam,

 OPTIONS: 
- The con artist would have gotten a lot of money.
 - Sam would have gotten a lot of money.
Output: ",the con artist would have gotten a lot of money,the con artist would have gotten a lot of money,True,4
"If the con artist has succeeded in fooling Sam,",he,would have lost a lot of money.,"The con artist,Sam",1,"How does the sentence end?

Bill returned Jim twenty dollars because 

OPTIONS: 
-  Bill lent money. 
-  Jim lent money.
Output: Jim lent money.
=======================================
How does the sentence end?

Henry changed Jack's oil, because 

OPTIONS: 
-  Henry needed money. 
-  Jack needed money.
Output: Henry needed money.
=======================================
How does the sentence end?

The teachers failed the students because 

OPTIONS: 
-  The teachers graded the test incorrectly. 
-  the students graded the test incorrectly.
Output: The teachers graded the test incorrectly.
=======================================
How does the sentence end?

Tim gave Marlo a pat on the back because 

OPTIONS: 
-  Tim wanted to help. 
-  Marlo wanted to help.
Output: Tim wanted to help.
=======================================
How does the sentence end?

If the con artist has succeeded in fooling Sam,

 OPTIONS: 
- The con artist would have lost a lot of money.
 - Sam would have lost a lot of money.
Output: ",sam would have lost a lot of money,sam would have lost a lot of money,True,4
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because",it,was hot.,"The dog,The spot under the tree",0,"How does the sentence end?

Mary cleaned Susan's room and 

OPTIONS: 
-  Mary asked a favor. 
-  Susan asked a favor.
Output: Mary asked a favor.
=======================================
How does the sentence end?

The glass hit the floor and 

OPTIONS: 
-  The glass scratched. 
-  the floor scratched.
Output: the floor scratched.
=======================================
How does the sentence end?

Misty was replaced by May because 

OPTIONS: 
-  Misty had to go back home. 
-  May had to go back home.
Output: Misty had to go back home.
=======================================
How does the sentence end?

The mother encouraged her daughter to sing a difficult song so 

OPTIONS: 
-  The mother would be challenged. 
-  her daughter would be challenged.
Output: her daughter would be challenged.
=======================================
How does the sentence end?

It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because

 OPTIONS: 
- The dog was hot.
 - The spot under the tree was hot.
Output: ",the dog was hot,the dog was hot,True,4
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because",it,was cooler.,"The dog,The spot under the tree",1,"How does the sentence end?

Jeremy annoyed Justin so 

OPTIONS: 
-  Jeremy can leave the room. 
-  Justin can leave the room.
Output: Justin can leave the room.
=======================================
How does the sentence end?

The team decided to cancel their relations with AT&T Corporate because 

OPTIONS: 
-  The team are arrogant. 
-  ATT Corporate are arrogant.
Output: ATT Corporate are arrogant.
=======================================
How does the sentence end?

John wanted to vote for Doe, but 

OPTIONS: 
-  John did not seem like the right candidate. 
-  Doe did not seem like the right candidate.
Output: Doe did not seem like the right candidate.
=======================================
How does the sentence end?

The students read the books because 

OPTIONS: 
-  The students were learning. 
-  the books were learning.
Output: The students were learning.
=======================================
How does the sentence end?

It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because

 OPTIONS: 
- The dog was cooler.
 - The spot under the tree was cooler.
Output: ",the spot under the tree was cooler,the spot under the tree was cooler,True,4
"The cat was lying by the mouse hole waiting for the mouse, but",it,was too impatient.,"The cat,The mouse",0,"How does the sentence end?

The master rewarded the dog because 

OPTIONS: 
-  The master was a good owner. 
-  the dog was a good owner.
Output: The master was a good owner.
=======================================
How does the sentence end?

Sam helped Davey fortify their bunker because 

OPTIONS: 
-  Sam wanted to be a good friend. 
-  Davey wanted to be a good friend.
Output: Sam wanted to be a good friend.
=======================================
How does the sentence end?

Steven assassinated the president because 

OPTIONS: 
-  Steven was a too liberal. 
-  the president was a too liberal.
Output: the president was a too liberal.
=======================================
How does the sentence end?

The authorities detained the hikers because 

OPTIONS: 
-  The authorities were prejudiced. 
-  the hikers were prejudiced.
Output: The authorities were prejudiced.
=======================================
How does the sentence end?

The cat was lying by the mouse hole waiting for the mouse, but

 OPTIONS: 
- The cat was too impatient.
 - The mouse was too impatient.
Output: ",the mouse was too impatient,the cat was too impatient,False,4
"The cat was lying by the mouse hole waiting for the mouse, but",it,was too cautious.,"The cat,The mouse",1,"How does the sentence end?

The infection spread throughout the building because 

OPTIONS: 
-  The infection was ventilated. 
-  the building was ventilated.
Output: the building was ventilated.
=======================================
How does the sentence end?

Allen laughed at Jimmy because 

OPTIONS: 
-  Allen was making fun of him. 
-  Jimmy was making fun of him.
Output: Allen was making fun of him.
=======================================
How does the sentence end?

The police captured the criminals because 

OPTIONS: 
-  The police were less prepared. 
-  the criminals were less prepared.
Output: the criminals were less prepared.
=======================================
How does the sentence end?

Katy cried for Susan since 

OPTIONS: 
-  Katy died. 
-  Susan died.
Output: Susan died.
=======================================
How does the sentence end?

The cat was lying by the mouse hole waiting for the mouse, but

 OPTIONS: 
- The cat was too cautious.
 - The mouse was too cautious.
Output: ",the mouse was too cautious,the mouse was too cautious,True,4
Anne gave birth to a daughter last month.,She,is a very charming woman.,"Anne,Anne's daughter",0,"How does the sentence end?

The ball hit the window and Bill repaired 

OPTIONS: 
-  The ball . 
-  the window .
Output: the window .
=======================================
How does the sentence end?

Steve scratched Johnny so 

OPTIONS: 
-  Steve became angry. 
-  Johnny became angry.
Output: Johnny became angry.
=======================================
How does the sentence end?

John flicked Bill because 

OPTIONS: 
-  John had a fly on his shirt. 
-  Bill had a fly on his shirt.
Output: Bill had a fly on his shirt.
=======================================
How does the sentence end?

Burt installed Joey's software, and 

OPTIONS: 
-  Burt installed his hardware too. 
-  Joey installed his hardware too.
Output: Burt installed his hardware too.
=======================================
How does the sentence end?

Anne gave birth to a daughter last month.

 OPTIONS: 
- Anne is a very charming woman.
 - Anne's daughter is a very charming woman.
Output: ",anne is a very charming woman,anne is a very charming woman,True,4
Anne gave birth to a daughter last month.,She,is a very charming baby.,"Anne,Anne's daughter",1,"How does the sentence end?

When the preschoolers visited the senior citizens, 

OPTIONS: 
-  the preschoolers were very hospitable. 
-  the senior citizens were very hospitable.
Output: the senior citizens were very hospitable.
=======================================
How does the sentence end?

The sword was stuck in the tree because 

OPTIONS: 
-  The sword grew up around  
-  the tree grew up around
Output: the tree grew up around
=======================================
How does the sentence end?

The band loves their fans because 

OPTIONS: 
-  The band come to every show. 
-  their fans come to every show.
Output: their fans come to every show.
=======================================
How does the sentence end?

The band connected well to their fans, so 

OPTIONS: 
-  The band continued to write albums. 
-  their fans continued to write albums.
Output: The band continued to write albums.
=======================================
How does the sentence end?

Anne gave birth to a daughter last month.

 OPTIONS: 
- Anne is a very charming baby.
 - Anne's daughter is a very charming baby.
Output: ",annes daughter is a very charming baby,annes daughter is a very charming baby,True,4
"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why",she,was behaving so strangely.,"Alice,Alice's daughter",0,"How does the sentence end?

The academic clubs lost their members because 

OPTIONS: 
-  The academic clubs were poorly funded. 
-  their members were poorly funded.
Output: The academic clubs were poorly funded.
=======================================
How does the sentence end?

Cats are smarter than dogs because 

OPTIONS: 
-  Cats bark for no reason. 
-  dogs bark for no reason.
Output: dogs bark for no reason.
=======================================
How does the sentence end?

The youth outran the old man because 

OPTIONS: 
-  The youth broke his hip. 
-  the old man broke his hip.
Output: the old man broke his hip.
=======================================
How does the sentence end?

Todd told Bill that 

OPTIONS: 
-  Todd should run the presidency race. 
-  Bill should run the presidency race.
Output: Bill should run the presidency race.
=======================================
How does the sentence end?

Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why

 OPTIONS: 
- Alice was behaving so strangely.
 - Alice's daughter was behaving so strangely.
Output: ",alices daughter was behaving so strangely,alice was behaving so strangely,False,4
"Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why",she,was behaving so strangely.,"Alice,Alice's daughter",1,"How does the sentence end?

Todd told Bill that 

OPTIONS: 
-  Todd should run the presidency race. 
-  Bill should run the presidency race.
Output: Bill should run the presidency race.
=======================================
How does the sentence end?

Sally was really happy that Beth finally got a job because 

OPTIONS: 
-  Sally is a concerned friend. 
-  Beth is a concerned friend.
Output: Sally is a concerned friend.
=======================================
How does the sentence end?

Thomas pursued Peter, but 

OPTIONS: 
-  Thomas fell behind. 
-  Peter fell behind.
Output: Thomas fell behind.
=======================================
How does the sentence end?

The artist told the model that 

OPTIONS: 
-  The artist needed to get more paint. 
-  the model needed to get more paint.
Output: The artist needed to get more paint.
=======================================
How does the sentence end?

Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why

 OPTIONS: 
- Alice was behaving so strangely.
 - Alice's daughter was behaving so strangely.
Output: ",alices daughter was behaving so strangely,alices daughter was behaving so strangely,True,4
I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know why,he,"was, but he looked very unhappy.","Jim,the guy in uniform",0,"How does the sentence end?

The junior football team likes the Dallas Cowboys because 

OPTIONS: 
-  The junior football team are an inspiration. 
-  the Dallas Cowboys are an inspiration.
Output: the Dallas Cowboys are an inspiration.
=======================================
How does the sentence end?

The mechanic charged the man one hundred dollars although 

OPTIONS: 
-  The mechanic had done no work. 
-  the man had done no work.
Output: The mechanic had done no work.
=======================================
How does the sentence end?

Michael backed Bill because John asked 

OPTIONS: 
-  Michael to. 
-  Bill to.
Output: Michael to.
=======================================
How does the sentence end?

The teachers failed the students because 

OPTIONS: 
-  The teachers answered the test incorrectly. 
-  the students answered the test incorrectly.
Output: the students answered the test incorrectly.
=======================================
How does the sentence end?

I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know why

 OPTIONS: 
- Jim was, but he looked very unhappy.
 - the guy in uniform was, but he looked very unhappy.
Output: ",the guy in uniform was but he looked very unhappy,jim was but he looked very unhappy,False,4
I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know who,he,"was, but he looked very unhappy.","Jim,the guy in uniform",1,"How does the sentence end?

The cow ran into the fence and 

OPTIONS: 
-  The cow got hurt. 
-  the fence got hurt.
Output: The cow got hurt.
=======================================
How does the sentence end?

The government placed a tax on the product so 

OPTIONS: 
-  The government got more expensive. 
-  the product got more expensive.
Output: the product got more expensive.
=======================================
How does the sentence end?

John tricked Bill because 

OPTIONS: 
-  John was slow
- witted. 
Output: Bill was slow-witted.
=======================================
How does the sentence end?

The veterans defeated the newcomers because 

OPTIONS: 
-  The veterans were less experienced. 
-  the newcomers were less experienced.
Output: the newcomers were less experienced.
=======================================
How does the sentence end?

I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know who

 OPTIONS: 
- Jim was, but he looked very unhappy.
 - the guy in uniform was, but he looked very unhappy.
Output: ",the guy in uniform was but he looked very unhappy,the guy in uniform was but he looked very unhappy,True,4
The fish ate the worm.,It,was hungry.,"The fish,The worm",0,"How does the sentence end?

Rocky lost to Clubber Lang because 

OPTIONS: 
-  Rocky was not ready for the fight. 
-  Clubber Lang was not ready for the fight.
Output: Rocky was not ready for the fight.
=======================================
How does the sentence end?

The golfers waved on the players because 

OPTIONS: 
-  The golfers were waiting. 
-  the players were waiting.
Output: the players were waiting.
=======================================
How does the sentence end?

James always gives orders to Owen because 

OPTIONS: 
-  James is very bossy. 
-  Owen is very bossy.
Output: James is very bossy.
=======================================
How does the sentence end?

The music player did not open the file because 

OPTIONS: 
-  The music player did not play that format. 
-  the file did not play that format.
Output: The music player did not play that format.
=======================================
How does the sentence end?

The fish ate the worm.

 OPTIONS: 
- The fish was hungry.
 - The worm was hungry.
Output: ",the fish was hungry,the fish was hungry,True,4
The fish ate the worm.,It,was tasty.,"The fish,The worm",1,"How does the sentence end?

The professor grading the student's paper said that 

OPTIONS: 
-  The professor was stupid. 
-  the student was stupid.
Output: the student was stupid.
=======================================
How does the sentence end?

James went to Sully's arcade and 

OPTIONS: 
-  James asked for tickets. 
-  Sully asked for tickets.
Output: James asked for tickets.
=======================================
How does the sentence end?

The red team defeated the blue team because 

OPTIONS: 
-  The red team made the last penalty kick. 
-  the blue team made the last penalty kick.
Output: The red team made the last penalty kick.
=======================================
How does the sentence end?

The cat looked at the big dog, and 

OPTIONS: 
-  The cat was terrified. 
-  the big dog was terrified.
Output: The cat was terrified.
=======================================
How does the sentence end?

The fish ate the worm.

 OPTIONS: 
- The fish was tasty.
 - The worm was tasty.
Output: ",the worm was tasty,the worm was tasty,True,4
