,test_sentence,score_wise_sentence
122,"Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.","The construction workers hollered at the girls when OPTIONS: - The construction workers saw them. - the girls saw them.[OUT]The construction workers saw them.[SEP]The group grew tired of making these sentences because OPTIONS: - The group are lazy. - these sentences are lazy.[OUT]The group are lazy.[SEP]The students protested against the new policies because OPTIONS: - The students were too strict. - the new policies were too strict.[OUT]the new policies were too strict.[SEP]Sarah went to Kelly's house because OPTIONS: - Sarah was home. - Kelly was home.[OUT]Kelly was home.[SEP]Ken scanned photos for Neil since OPTIONS: - Ken owned a scanner. - Neil owned a scanner.[OUT]Ken owned a scanner.[SEP]The sailors fell off the boats because OPTIONS: - The sailors were drunk. - the boats were drunk.[OUT]The sailors were drunk.[SEP]Windows is worse than Linux because OPTIONS: - Windows has a lot of viruses. - Linux has a lot of viruses.[OUT]Windows has a lot of viruses.[SEP]A series of injections are used to battle a type of cancer in patients, but OPTIONS: - A series of injections do not always provide a hundred percent success rate. - patients do not always provide a hundred percent success rate.[OUT]A series of injections do not always provide a hundred percent success rate.[SEP]Herman Cain has fallen in the polls while Mitt Romney has increased his foothold because OPTIONS: - Herman Cain is garnering more popularity among potential voters. - Mitt Romney is garnering more popularity among potential voters.[OUT]Mitt Romney is garnering more popularity among potential voters.[SEP]Kim offered mushrooms to Laura, because OPTIONS: - Kim might like them. - Laura might like them.[OUT]Laura might like them.[SEP]"
123,"Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.","Rocky lost to Clubber Lang because OPTIONS: - Rocky was ready for the fight. - Clubber Lang was ready for the fight.[OUT]Clubber Lang was ready for the fight.[SEP]Firefox is used more than Internet Explorer because OPTIONS: - Firefox is more stable. - Internet Explorer is more stable.[OUT]Firefox is more stable.[SEP]Batman caught the thief, and OPTIONS: - Batman plead innocence. - the thief plead innocence.[OUT]the thief plead innocence.[SEP]The painting was at the museum because OPTIONS: - The painting was on display. - the museum was on display.[OUT]The painting was on display.[SEP]Kyle beat Mark in the race because OPTIONS: - Kyle had started out too fast. - Mark had started out too fast.[OUT]Mark had started out too fast.[SEP]James cheated off Henry's test, and the Teacher told OPTIONS: - James . - Henry .[OUT]Henry .[SEP]John gave a large sum of money to Bill because OPTIONS: - John had extra. - Bill had extra.[OUT]John had extra.[SEP]The NFL generates obscene amounts of revenue compared to the MLB, because OPTIONS: - The NFL are not as popular to watch. - the MLB are not as popular to watch.[OUT]the MLB are not as popular to watch.[SEP]The FBI usually take over the crime scene from the police since OPTIONS: - The FBI are more qualified in handling these situations. - the police are more qualified in handling these situations.[OUT]The FBI are more qualified in handling these situations.[SEP]Chase Sapphire has a 24 hour service line for card holders since OPTIONS: - Chase Sapphire chose the card for everyday available support when traveling. - card holders chose the card for everyday available support when traveling.[OUT]card holders chose the card for everyday available support when traveling.[SEP]"
124,"Since it was raining, I carried the newspaper in my backpack to keep it dry.","Lions eat zebras because OPTIONS: - Lions are meaty. - zebras are meaty.[OUT]zebras are meaty.[SEP]The Roman legion attacked the Persians because OPTIONS: - The Roman legion had invaded. - the Persians had invaded.[OUT]the Persians had invaded.[SEP]The robots tried to negotiate a cease-fire with the squirrel-men, but negotiations broke down when OPTIONS: - The robots sabotaged the acorn processing facility. - the squirrelmen sabotaged the acorn processing facility.[OUT]The robots sabotaged the acorn processing facility.[SEP]The veterans defeated the newcomers because OPTIONS: - The veterans were more experienced. - the newcomers were more experienced.[OUT]The veterans were more experienced.[SEP]The police called headquarters for help and OPTIONS: - The police refused. - headquarters refused.[OUT]headquarters refused.[SEP]Morpheous believed Neo was ""the one"", because OPTIONS: - Morpheous had the potential to be ""the one"". - Neo had the potential to be ""the one"".[OUT]Neo had the potential to be ""the one"".[SEP]Shawn Jun performed a huge upset over four time champion Leon Sung because OPTIONS: - Shawn Jun has more desire to win. - Leon Sung has more desire to win.[OUT]Shawn Jun has more desire to win.[SEP]Deal sites that monitor stores will be active during Thanksgiving weekend, but OPTIONS: - Deal sites do not necessarily guarantee you will get it first. - stores do not necessarily guarantee you will get it first.[OUT]Deal sites do not necessarily guarantee you will get it first.[SEP]Retail stores have been trying to pass an internet tax on online retailers for the past few years because OPTIONS: - Retail stores feel it would level the playing field. - online retailers feel it would level the playing field.[OUT]Retail stores feel it would level the playing field.[SEP]The plane shot the rocket at the target, then OPTIONS: - the rocket blew up. - the target blew up.[OUT]the target blew up.[SEP]"
125,"Since it was raining, I carried the newspaper over my backpack to keep it dry.","A biker sped past an officer and OPTIONS: - A biker turned on his siren. - an officer turned on his siren.[OUT]an officer turned on his siren.[SEP]The painting was at the museum because OPTIONS: - The painting was on display. - the museum was on display.[OUT]The painting was on display.[SEP]The government officials publicly apologized to the people because OPTIONS: - The government officials demanded an apology. - the people demanded an apology.[OUT]the people demanded an apology.[SEP]The government tried to free the journalists from North Korea, but OPTIONS: - The government were held captive. - the journalists were held captive.[OUT]the journalists were held captive.[SEP]John nicked Bill because OPTIONS: - John was gullible. - Bill was gullible.[OUT]Bill was gullible.[SEP]The mouse sought out the wise owl's advice, and OPTIONS: - The mouse promptly realized her mistake. - the wise owl promptly realized her mistake.[OUT]The mouse promptly realized her mistake.[SEP]God created Adam for good but OPTIONS: - God could not control his creation. - Adam could not control his creation.[OUT]God could not control his creation.[SEP]John visited his son so OPTIONS: - John would feel loved. - his son would feel loved.[OUT]his son would feel loved.[SEP]Groupon lied about their earnings to the stakeholders, but OPTIONS: - Groupon found out about the deception. - the stakeholders found out about the deception.[OUT]the stakeholders found out about the deception.[SEP]Americans preferred Obama to McCain because OPTIONS: - Obama was too old. - McCain was too old.[OUT]McCain was too old.[SEP]"
126,Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.,"The professor grading the student's paper said that OPTIONS: - The professor loved it. - the student loved it.[OUT]The professor loved it.[SEP]Sam cheated Sally but OPTIONS: - Sally did not repent. - Sam did not repent.[OUT]Sam did not repent.[SEP]The bespeckled old man slowly waved at the passing trolley passenger because OPTIONS: - The bespeckled old man waves at everybody. - the passing trolley passenger waves at everybody.[OUT]The bespeckled old man waves at everybody.[SEP]The cap fell off the bottle because OPTIONS: - The cap was pressurized. - the bottle was pressurized.[OUT]the bottle was pressurized.[SEP]Zidane headbutted Zambrotta because OPTIONS: - Zidane was being insulting. - Zambrotta was being insulting.[OUT]Zambrotta was being insulting.[SEP]The mother encouraged her daughter to sing a difficult song so OPTIONS: - The mother would be challenged. - her daughter would be challenged.[OUT]her daughter would be challenged.[SEP]The peace emissaries arrived to negotiate a peace treaty for the warring population, since OPTIONS: - The peace emissaries wish to assist in ending the war. - the warring population wish to assist in ending the war.[OUT]The peace emissaries wish to assist in ending the war.[SEP]The Starbuck employees make all the drinks on the spot for morning customers so OPTIONS: - The Starbuck employees get their drinks nice and hot. - morning customers get their drinks nice and hot.[OUT]morning customers get their drinks nice and hot.[SEP]Tiger Woods dropped Randy as his caddy, but OPTIONS: - Tiger Woods does not agree with his decision. - Randy does not agree with his decision.[OUT]Randy does not agree with his decision.[SEP]Boyfriends always try to go out of their way to treat their girlfriends with respect, but OPTIONS: - Boyfriends want to be treated with respect as well. - their girlfriends want to be treated with respect as well.[OUT]Boyfriends want to be treated with respect as well.[SEP]"
127,Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.,"Sam helped Davey fortify their bunker because OPTIONS: - Sam thought the Mexicans were invading. - Davey thought the Mexicans were invading.[OUT]Davey thought the Mexicans were invading.[SEP]John wanted to vote for Doe, but OPTIONS: - John did not seem like the right candidate. - Doe did not seem like the right candidate.[OUT]Doe did not seem like the right candidate.[SEP]Michael asked Jacob to dance because OPTIONS: - Michael felt sorry for him. - Jacob felt sorry for him.[OUT]Michael felt sorry for him.[SEP]Jill loves Jamie and OPTIONS: - Jill does not feel the same way. - Jamie does not feel the same way.[OUT]Jamie does not feel the same way.[SEP]Kurt sang to Jon since OPTIONS: - Kurt was the judge. - Jon was the judge.[OUT]Jon was the judge.[SEP]Penguins tend to stay on land to avoid killer whales, because OPTIONS: - Penguins cannot go on land. - killer whales cannot go on land.[OUT]killer whales cannot go on land.[SEP]Tech Analysts have speculated that Amazon will be releasing a phone next year since OPTIONS: - Tech Analysts have made a contract with vendors for phone parts. - Amazon have made a contract with vendors for phone parts.[OUT]Amazon have made a contract with vendors for phone parts.[SEP]My brother put a Barbie that has metal parts in the microwave, so OPTIONS: - a Barbie melted. - the microwave melted.[OUT]a Barbie melted.[SEP]Charles Dickinson shot at Andrew Jackson, so OPTIONS: - Charles Dickinson retaliated likewise. - Andrew Jackson retaliated likewise.[OUT]Andrew Jackson retaliated likewise.[SEP]When Sue went to Nadia's home for dinner, OPTIONS: - Sue caught the wrong bus and arrived late. - Nadia caught the wrong bus and arrived late.[OUT]Nadia caught the wrong bus and arrived late.[SEP]"
128,"This morning, Joey built a sand castle on the beach, and put a toy  flag in the highest tower, but this afternoon the tide  knocked it down.","Lions eat zebras because OPTIONS: - Lions are predators. - zebras are predators.[OUT]Lions are predators.[SEP]The professor grading the student's paper said that OPTIONS: - The professor loved it. - the student loved it.[OUT]The professor loved it.[SEP]Planet Express was bought out by Mom's Friendly Delivery Service so OPTIONS: - Planet Express can no longer be a threat. - Moms Friendly Delivery Service can no longer be a threat.[OUT]Planet Express can no longer be a threat.[SEP]The Emancipation Proclamation made slavery illegal, but OPTIONS: - The Emancipation Proclamation was still practiced. - slavery was still practiced.[OUT]slavery was still practiced.[SEP]The kids asked their neighbors if OPTIONS: - The kids could have candy on Halloween. - their neighbors could have candy on Halloween.[OUT]The kids could have candy on Halloween.[SEP]Tim bought Eric a gecko, but OPTIONS: - Tim did not like it. - Eric did not like it.[OUT]Eric did not like it.[SEP]The Backstreet Boys were much more popular than N-Sync since OPTIONS: - The Backstreet Boys were not very good overall. - NSync were not very good overall.[OUT]NSync were not very good overall.[SEP]Sir Rodrick was made specialized fitted armor by Jack, but OPTIONS: - Sir Rodrick charged top coin for such a piece. - Jack charged top coin for such a piece.[OUT]Jack charged top coin for such a piece.[SEP]The security forces were not able to stop the mass of apes since OPTIONS: - The security forces did not have the manpower to stop that many. - the mass of apes did not have the manpower to stop that many.[OUT]The security forces did not have the manpower to stop that many.[SEP]Professors do a lot for students, but OPTIONS: - Professors are rarely respected. - students are rarely respected.[OUT]Professors are rarely respected.[SEP]"
129,"This morning, Joey built a sand castle on the beach, and put a toy  flag in the highest tower, but this afternoon the wind  knocked it down.","Jimbo was running from Bobbert because OPTIONS: - Jimbo wanted to get to the car first. - Bobbert wanted to get to the car first.[OUT]Jimbo wanted to get to the car first.[SEP]The squirrels buried the nuts so OPTIONS: - The squirrels would not get lost. - the nuts would not get lost.[OUT]the nuts would not get lost.[SEP]The artist told the model that OPTIONS: - The artist needed to stand up straighter. - the model needed to stand up straighter.[OUT]the model needed to stand up straighter.[SEP]The striker scored on the goalie because OPTIONS: - The striker outran the defenders. - the goalie outran the defenders.[OUT]The striker outran the defenders.[SEP]Mike helped Jack with his assignment because OPTIONS: - Mike politely asked him to. - Jack politely asked him to.[OUT]Jack politely asked him to.[SEP]The pilots saved the passengers because OPTIONS: - The pilots had a civic duty. - the passengers had a civic duty.[OUT]The pilots had a civic duty.[SEP]Batman is always teaching Robin new techniques and tips, since OPTIONS: - Batman is his mentor. - Robin is his mentor.[OUT]Batman is his mentor.[SEP]Cartman finally decided to get rid of his stuffed animal, Clyde Frog, because OPTIONS: - Cartman was told by his friends to grow up. - Clyde Frog was told by his friends to grow up.[OUT]Cartman was told by his friends to grow up.[SEP]The army organized their forces to sneak past the Decepticons in the city since OPTIONS: - The army have the upper hand in a straight fight. - the Decepticons have the upper hand in a straight fight.[OUT]the Decepticons have the upper hand in a straight fight.[SEP]Americans preferred Obama to McCain because OPTIONS: - Obama chose Joe Biden as his runing-mate. - McCain chose Joe Biden as his runing-mate.[OUT]Obama chose Joe Biden as his runing-mate.[SEP]"
130,"Jane knocked on Susan's door, but there was no answer. She was disappointed.","He put snow on the smiley face because OPTIONS: - snow was wet. - the smiley face was wet.[OUT]snow was wet.[SEP]It annoyed Chris when Sebastian jangled his keys because OPTIONS: - Chris wanted to make fun. - Sebastian wanted to make fun.[OUT]Sebastian wanted to make fun.[SEP]John thanked Bill because OPTIONS: - John had needed help. - Bill had needed help.[OUT]John had needed help.[SEP]Bill triumphed over John in the boxing ring because OPTIONS: - Bill fought cowardly. - John fought cowardly.[OUT]John fought cowardly.[SEP]John asked the scientist what OPTIONS: - John could do to help. - the scientist could do to help.[OUT]John could do to help.[SEP]Taco needs hot sauce because OPTIONS: - Taco improves the flavor. - hot sauce improves the flavor.[OUT]hot sauce improves the flavor.[SEP]Adrian Peterson has more touchdowns than Reggie Bush because OPTIONS: - Adrian Peterson cannot run the ball as well. - Reggie Bush cannot run the ball as well.[OUT]Reggie Bush cannot run the ball as well.[SEP]The collections agency often goes after delinquent accounts since OPTIONS: - The collections agency try and get the money owed if a person did not pay for several months. - delinquent accounts try and get the money owed if a person did not pay for several months.[OUT]delinquent accounts try and get the money owed if a person did not pay for several months.[SEP]Ken has Adam's bike, because OPTIONS: - Ken gave it to him. - Adam gave it to him.[OUT]Adam gave it to him.[SEP]Jack is an optimist, and Adam is a pessimist, then OPTIONS: - Jack looks at the cup half empty. - Adam looks at the cup half empty.[OUT]Adam looks at the cup half empty.[SEP]"
131,"Jane knocked on Susan's door, but there was no answer. She was out.","Shawn hit Joe but OPTIONS: - Shawn did not apologize. - Joe did not apologize.[OUT]Shawn did not apologize.[SEP]Our professor told the TA that OPTIONS: - Our professor could have the day off. - the TA could have the day off.[OUT]the TA could have the day off.[SEP]Chelsea hate Manchester United because OPTIONS: - Chelsea are too cocky. - Manchester United are too cocky.[OUT]Manchester United are too cocky.[SEP]Thomas pursued Peter, but OPTIONS: - Thomas fell behind. - Peter fell behind.[OUT]Thomas fell behind.[SEP]The kidnapper will not return Trent Reznor until OPTIONS: - The kidnapper is given a private performance. - Trent Reznor is given a private performance.[OUT]The kidnapper is given a private performance.[SEP]Jackie Chan learned some things from watching Bruce Lee because OPTIONS: - Jackie Chan was a popular kung fu actor in the past. - Bruce Lee was a popular kung fu actor in the past.[OUT]Jackie Chan was a popular kung fu actor in the past.[SEP]Justin Bieber sold many more albums than Jack Johnson, but OPTIONS: - Justin Bieber is also very unpopular among older adults. - Jack Johnson is also very unpopular among older adults.[OUT]Justin Bieber is also very unpopular among older adults.[SEP]The Board of Directors fired the management from the company since OPTIONS: - The Board of Directors did not think  - the management did not think [OUT]The Board of Directors did not think [SEP]Butters wanted to steal the movie Spiderman from Kenny because OPTIONS: - Butters would not lend it to him. - Kenny would not lend it to him.[OUT]Kenny would not lend it to him.[SEP]The Chinese Empire banished the Wu Shu family from the kingdom since OPTIONS: - The Chinese Empire tried to avoid conflict. - the Wu Shu family tried to avoid conflict.[OUT]The Chinese Empire tried to avoid conflict.[SEP]"
132,"Jane knocked on the door, and Susan answered it. She invited her to come out.","Batman caught the thief, and OPTIONS: - Batman recovered the stolen diamonds. - the thief recovered the stolen diamonds.[OUT]Batman recovered the stolen diamonds.[SEP]Malachi's program would not run on the computer because OPTIONS: - Malachis program was full of bugs. - the computer was full of bugs.[OUT]Malachis program was full of bugs.[SEP]Claudia lost all her money to Valarie because OPTIONS: - Claudia is really smart. - Valarie is really smart.[OUT]Valarie is really smart.[SEP]John gave a large sum of money to Bill because OPTIONS: - John needed a loan. - Bill needed a loan.[OUT]Bill needed a loan.[SEP]Rick Davis campaigned for John McCain since OPTIONS: - Rick Davis could best support him in office. - John McCain could best support him in office.[OUT]Rick Davis could best support him in office.[SEP]Software gives more profit over hardware since OPTIONS: - Software have little cost associated with selling more. - hardware have little cost associated with selling more.[OUT]Software have little cost associated with selling more.[SEP]LA Galaxy is constantly seeking famous players to fill their ranks, but OPTIONS: - LA Galaxy are constantly sought after by many teams with offers. - famous players are constantly sought after by many teams with offers.[OUT]famous players are constantly sought after by many teams with offers.[SEP]Bumblebee was sent home with Sam Witwicky to protect him since OPTIONS: - Bumblebee needed to be protected from the Decepticons. - Sam Witwicky needed to be protected from the Decepticons.[OUT]Bumblebee needed to be protected from the Decepticons.[SEP]President Obama rewarded Sam with a medal for his valorous acts because OPTIONS: - President Obama saved the world at least twice. - Sam saved the world at least twice.[OUT]Sam saved the world at least twice.[SEP]U.S. Authors are fighting against Amazon's book lending program since OPTIONS: - US Authors feel it violated their publishing rights. - Amazons book lending program feel it violated their publishing rights.[OUT]US Authors feel it violated their publishing rights.[SEP]"
133,"Jane knocked on the door, and Susan answered it. She invited her to come in.","Derrick begged his boss for a raise but OPTIONS: - Derrick did not give one. - his boss did not give one.[OUT]his boss did not give one.[SEP]The cat broke the glass because OPTIONS: - The cat was clumsy. - the glass was clumsy.[OUT]The cat was clumsy.[SEP]The cougar tried to befriend the rabbit because OPTIONS: - The cougar was loved by everybody. - the rabbit was loved by everybody.[OUT]the rabbit was loved by everybody.[SEP]Joe tried to get Tom to wake up, but OPTIONS: - Joe wouldn't. - Tom wouldn't.[OUT]Tom wouldn't.[SEP]The Secretary and the President met about OPTIONS: - The Secretary being elected. - the President being elected.[OUT]the President being elected.[SEP]Nicole was angry at Sammie since OPTIONS: - Nicole lied to her. - Sammie lied to her.[OUT]Nicole lied to her.[SEP]The boy scouts were able to raise more money for charity over the girl scouts since OPTIONS: - The boy scouts had a very active fund raising schedule. - the girl scouts had a very active fund raising schedule.[OUT]The boy scouts had a very active fund raising schedule.[SEP]The security forces were not able to stop the mass of apes because OPTIONS: - The security forces simply had them outnumbered. - the mass of apes simply had them outnumbered.[OUT]the mass of apes simply had them outnumbered.[SEP]The police tried to blockade the bridge to prevent the criminals from escaping because OPTIONS: - The police needed to pass this route to gain freedom. - the criminals needed to pass this route to gain freedom.[OUT]the criminals needed to pass this route to gain freedom.[SEP]Chris was running after John, because OPTIONS: - Chris stole his watch. - John stole his watch.[OUT]John stole his watch.[SEP]"
134,"Sam took French classes from Adam, because he was eager to speak it fluently.","The professor grading the student's paper said that OPTIONS: - The professor was stupid. - the student was stupid.[OUT]the student was stupid.[SEP]The zombies chased the survivors because OPTIONS: - The zombies were hungry. - the survivors were hungry.[OUT]The zombies were hungry.[SEP]The space marines killed the aliens because OPTIONS: - The space marines were ordered to. - the aliens were ordered to.[OUT]The space marines were ordered to.[SEP]Microsoft discontinued plans for the Courier tablet due to the success of the tablets from Apple, so OPTIONS: - Microsoft have eliminated another competitor in the tablet market. - Apple have eliminated another competitor in the tablet market.[OUT]Apple have eliminated another competitor in the tablet market.[SEP]The security patrol searched the land for survivors because OPTIONS: - The security patrol might still be alive. - survivors might still be alive.[OUT]survivors might still be alive.[SEP]The collections agency often goes after delinquent accounts, but OPTIONS: - The collections agency sometimes make mistakes. - delinquent accounts sometimes make mistakes.[OUT]The collections agency sometimes make mistakes.[SEP]Insurance companies charge a premium if people had an accident before, so OPTIONS: - Insurance companies try to maintain a clean record in order to avoid having to pay more. - people try to maintain a clean record in order to avoid having to pay more.[OUT]people try to maintain a clean record in order to avoid having to pay more.[SEP]The Magnificent Five will battle it out with Shen Yu's forces, but OPTIONS: - The Magnificent Five may try and run away. - Shen Yus forces may try and run away.[OUT]Shen Yus forces may try and run away.[SEP]Boyfriends always try to go out of their way to treat their girlfriends with respect because OPTIONS: - Boyfriends are more inclined to stay with them when  - their girlfriends are more inclined to stay with them when [OUT]their girlfriends are more inclined to stay with them when [SEP]John shot Jack, the elephant, in my pajamas, but OPTIONS: - John did not know how it got there. - Jack did not know how it got there.[OUT]John did not know how it got there.[SEP]"
135,"Sam took French classes from Adam, because he was known to speak it fluently.","The bee landed on the flower because OPTIONS: - The bee wanted pollen. - the flower wanted pollen.[OUT]The bee wanted pollen.[SEP]The cabbage was in the freezer and OPTIONS: - The cabbage became frozen. - the freezer became frozen.[OUT]The cabbage became frozen.[SEP]John ridiculed Bill because OPTIONS: - John acted like a fool. - Bill acted like a fool.[OUT]Bill acted like a fool.[SEP]The military prepared to go to battle with an Amish colony because OPTIONS: - The military felt threatened. - an Amish colony felt threatened.[OUT]The military felt threatened.[SEP]Burt installed Joey's software, and OPTIONS: - Burt was appreciative. - Joey was appreciative.[OUT]Joey was appreciative.[SEP]Steve loved Bush but OPTIONS: - Steve did not accept. - Bush did not accept.[OUT]Bush did not accept.[SEP]The listener did not complain about the singer because OPTIONS: - The listener was tone deaf. - the singer was tone deaf.[OUT]The listener was tone deaf.[SEP]Sprint is now selling the IPhone just like Verizon, because OPTIONS: - Sprint want to also attract customers who are fans of the IPhone. - Verizon want to also attract customers who are fans of the IPhone.[OUT]Sprint want to also attract customers who are fans of the IPhone.[SEP]Master Wong had to come to the defense of his pupil, Lun-Xiu, but OPTIONS: - Master Wong is not confident  - LunXiu is not confident [OUT]Master Wong is not confident [SEP]Cartman wanted Kenny to go to the same school as him, but OPTIONS: - Cartman refused. - Kenny refused.[OUT]Kenny refused.[SEP]"
136,"The path to the lake was blocked, so we couldn't use it .","Randy went to Nick's store, and bought OPTIONS: - Randy groceries. - Nick groceries.[OUT]Randy groceries.[SEP]Michael backed Bill because John asked OPTIONS: - Michael to. - Bill to.[OUT]Michael to.[SEP]The gardener watered the owner's rose because OPTIONS: - The gardener paid him for that. - the owner paid him for that.[OUT]the owner paid him for that.[SEP]Clinton wanted Obama to run for president because OPTIONS: - Clinton could not win. - Obama could not win.[OUT]Clinton could not win.[SEP]Windows is worse than Linux because OPTIONS: - Windows is open source. - Linux is open source.[OUT]Linux is open source.[SEP]New York is very crowded compared to South Dakota, but OPTIONS: - New York have much more land instead. - South Dakota have much more land instead.[OUT]South Dakota have much more land instead.[SEP]The police arrested suspected members of Anonymous because OPTIONS: - The police are accused of hacking company data. - Anonymous are accused of hacking company data.[OUT]Anonymous are accused of hacking company data.[SEP]Pirates are always compared to ninjas, but OPTIONS: - Pirates are more specific to Japanese culture. - ninjas are more specific to Japanese culture.[OUT]ninjas are more specific to Japanese culture.[SEP]Consultants are hired by companies to perform specialized tasks because OPTIONS: - Consultants are easier to hire than trying to perform a task oneself. - companies are easier to hire than trying to perform a task oneself.[OUT]Consultants are easier to hire than trying to perform a task oneself.[SEP]Subways has always been considered a healthy choice by athletes since OPTIONS: - Subways offer such healthy ingredients in their sandwiches. - athletes offer such healthy ingredients in their sandwiches.[OUT]Subways offer such healthy ingredients in their sandwiches.[SEP]"
137,"The path to the lake was blocked, so we couldn't reach it .","The boy tried to address his friend, but OPTIONS: - The boy could not speak. - his friend could not speak.[OUT]The boy could not speak.[SEP]Planet Express was bought out by Mom's Friendly Delivery Service so OPTIONS: - Planet Express can eliminate the competition. - Moms Friendly Delivery Service can eliminate the competition.[OUT]Moms Friendly Delivery Service can eliminate the competition.[SEP]Tom likes John because OPTIONS: - Tom likes people with cool names. - John likes people with cool names.[OUT]Tom likes people with cool names.[SEP]Gladiators are viewed better than Slaves because OPTIONS: - Gladiators live in a life of servitude instead of dying in glory. - Slaves live in a life of servitude instead of dying in glory.[OUT]Slaves live in a life of servitude instead of dying in glory.[SEP]MySpace lost millions of users to Facebook, but OPTIONS: - MySpace still have a small following. - Facebook still have a small following.[OUT]MySpace still have a small following.[SEP]UPS provides much convenience to the customers with their drop off service since OPTIONS: - UPS make the shipping of packages extremely easy. - the customers make the shipping of packages extremely easy.[OUT]UPS make the shipping of packages extremely easy.[SEP]Prince Goro lectured Cano about the greatness of the emperor since OPTIONS: - Prince Goro wanted to make him understand his power. - Cano wanted to make him understand his power.[OUT]Prince Goro wanted to make him understand his power.[SEP]Bumblebee was sent home with Sam Witwicky to protect him since OPTIONS: - Bumblebee needed to be protected from the Decepticons. - Sam Witwicky needed to be protected from the Decepticons.[OUT]Bumblebee needed to be protected from the Decepticons.[SEP]The assembly line workers were told OPTIONS: - The assembly line workers had been fired by the company, because  - the company had been fired by the company, because [OUT]The assembly line workers had been fired by the company, because [SEP]Sue visited Nadia for dinner because OPTIONS: - Sue was free. - Nadia was free.[OUT]Sue was free.[SEP]"
138,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.","The bird ate the pie and OPTIONS: - The bird died. - the pie died.[OUT]The bird died.[SEP]Olivia tried to counsel Emily, but OPTIONS: - Olivia was not interested. - Emily was not interested.[OUT]Emily was not interested.[SEP]Jackie gave Beth a present because it was OPTIONS: - Jackie friend's birthday. - Beth friend's birthday.[OUT]Jackie friend's birthday.[SEP]The AirForce is more appealing than the Army, but OPTIONS: - The AirForce are just as important. - the Army are just as important.[OUT]the Army are just as important.[SEP]The monsters at the haunted house chased the children because OPTIONS: - The monsters want to be scared for entertainment. - the children want to be scared for entertainment.[OUT]the children want to be scared for entertainment.[SEP]Will Smith and his new movie is highly anticipated by movie critic, John Billic, because OPTIONS: - Will Smith has thus far been a huge hit. - John Billic has thus far been a huge hit.[OUT]Will Smith has thus far been a huge hit.[SEP]LA Galaxy is constantly seeking famous players to fill their ranks, but OPTIONS: - LA Galaxy are constantly sought after by many teams with offers. - famous players are constantly sought after by many teams with offers.[OUT]famous players are constantly sought after by many teams with offers.[SEP]To save the world, Liu Kang must defeat Shang Hai in mortal combat, since OPTIONS: - Liu Kang would be able to invade the world if  - Shang Hai would be able to invade the world if [OUT]Shang Hai would be able to invade the world if [SEP]Caesar the ape found out the door code by watching Morris, because OPTIONS: - Caesar the ape was careless when typing in the code. - Morris was careless when typing in the code.[OUT]Morris was careless when typing in the code.[SEP]Treasure hunters have to constantly fear running into bandits, even though OPTIONS: - Treasure hunters are rarely out to get them. - bandits are rarely out to get them.[OUT]bandits are rarely out to get them.[SEP]"
139,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.","The car hop brought the man his tray, but OPTIONS: - The car hop forgot his french fries. - the man forgot his french fries.[OUT]The car hop forgot his french fries.[SEP]Kevin stared at Michael and OPTIONS: - Kevin got his attention. - Michael got his attention.[OUT]Kevin got his attention.[SEP]Steve loved Bush but OPTIONS: - Steve did not accept. - Bush did not accept.[OUT]Bush did not accept.[SEP]The pilots saved the passengers because OPTIONS: - The pilots begged them to. - the passengers begged them to.[OUT]the passengers begged them to.[SEP]Joe earned more money than Rob on the Price is Right because OPTIONS: - Joe was able to guess more letters correctly. - Rob was able to guess more letters correctly.[OUT]Joe was able to guess more letters correctly.[SEP]NATO forces did precision predator strikes for the Libyan rebels because OPTIONS: - NATO forces did not have the capabilities themselves. - Libyan rebels did not have the capabilities themselves.[OUT]Libyan rebels did not have the capabilities themselves.[SEP]Coach Jay provided instruction to his son on how to eat healthy, because OPTIONS: - Coach Jay wants him to grow up being fit and strong. - his son wants him to grow up being fit and strong.[OUT]Coach Jay wants him to grow up being fit and strong.[SEP]The farmer proudly revealed his favorite chicken, because OPTIONS: - The farmer won the prize money. - his favorite chicken won the prize money.[OUT]The farmer won the prize money.[SEP]A mathematical equation is more influential than politics, because OPTIONS: - A mathematical equation will stand forever. - politics will stand forever.[OUT]A mathematical equation will stand forever.[SEP]The US president had a meeting with the Chinese president, where OPTIONS: - The US president told him to release political prisoners. - the Chinese president told him to release political prisoners.[OUT]The US president told him to release political prisoners.[SEP]"
