left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
The painting in Mark's living room shows an oak tree.,It,is to the right of a house.,"The painting,The oak tree",1,"How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Output: Jim requested it.

How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Output: Lemuel knew how.

How does the sentence end?

The man asked Mark the question again because

OPTIONS: 
- The man
- Mark
Output: The man was curious.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

The carpenters came before the painters since

OPTIONS: 
- The carpenters
- the painters
Output: the painters need to paint after the furniture has already been built.

How does the sentence end ?

The painting in Mark's living room shows an oak tree.

OPTIONS: 
- The painting is to the right of a house.
- The oak tree is to the right of a house.
Thought: Use similar thought as before.
Output: ",the oak tree is to the right of a house,the oak tree is to the right of a house,True,5
There is a gap in the wall. You can see the garden through,it,.,"The gap,The wall",0,"How does the sentence end?

The gardener watered the owner's rose because

OPTIONS: 
- The gardener
- the owner
Output: the owner paid him for that.

How does the sentence end?

The gardener watered the owner's rose because

OPTIONS: 
- The gardener
- the owner
Output: The gardener was doing his job.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

There is a gap in the wall. You can see the garden through

OPTIONS: 
- The gap .
- The wall .
Thought: Use similar thought as before.
Output: ",the gap,the gap,True,5
There is a gap in the wall. You can see the garden behind,it,.,"The gap,The wall",1,"How does the sentence end?

The gardener watered the owner's rose because

OPTIONS: 
- The gardener
- the owner
Output: the owner paid him for that.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The gardener watered the owner's rose because

OPTIONS: 
- The gardener
- the owner
Output: The gardener was doing his job.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end ?

There is a gap in the wall. You can see the garden behind

OPTIONS: 
- The gap .
- The wall .
Thought: Use similar thought as before.
Output: ",the wall,the wall,True,5
The drain is clogged with hair.,It,has to be cleaned.,"The drain,The hair",0,"How does the sentence end?

The lifeguards evacuated the swimmers from the public pool since

OPTIONS: 
- The lifeguards
- the swimmers
Output: The lifeguards needed to clean the pool.

How does the sentence end?

Mary cleaned Susan's room and

OPTIONS: 
- Mary
- Susan
Output: Mary asked a favor.

How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Output: The company was desperate.

How does the sentence end?

The dumpsters arrived each day to retrieve the garbage of the population because

OPTIONS: 
- The dumpsters
- the population
Output: the population produced a lot of garbage every day.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end ?

The drain is clogged with hair.

OPTIONS: 
- The drain has to be cleaned.
- The hair has to be cleaned.
Thought: Use similar thought as before.
Output: ",the drain has to be cleaned,the drain has to be cleaned,True,5
The drain is clogged with hair.,It,has to be removed.,"The drain,The hair",1,"How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Output: The company was desperate.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end ?

The drain is clogged with hair.

OPTIONS: 
- The drain has to be removed.
- The hair has to be removed.
Thought: Use similar thought as before.
Output: ",the hair has to be removed,the hair has to be removed,True,5
"My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,",it,"was short, so it worked out.","The meeting,The train",0,"How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: The counselor feels obligated to help him.

How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Output: the student needed to practice.

How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: the student is on the wrong track in life.

How does the sentence end?

The judges monitor the performances of the competitors to measure their abilities, so

OPTIONS: 
- The judges
- the competitors
Output: the competitors need to be able to impress them with their skills.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end ?

My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,

OPTIONS: 
- The meeting was short, so it worked out.
- The train was short, so it worked out.
Thought: Use similar thought as before.
Output: ",the meeting was short so it worked out,the meeting was short so it worked out,True,5
"My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,",it,"was delayed, so it worked out.","The meeting,The train",1,"How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: The counselor feels obligated to help him.

How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Output: the student needed to practice.

How does the sentence end?

The judges monitor the performances of the competitors to measure their abilities, so

OPTIONS: 
- The judges
- the competitors
Output: the competitors need to be able to impress them with their skills.

How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: the student is on the wrong track in life.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,

OPTIONS: 
- The meeting was delayed, so it worked out.
- The train was delayed, so it worked out.
Thought: Use similar thought as before.
Output: ",the train was delayed so it worked out,the train was delayed so it worked out,True,5
"There is a pillar between me and the stage, and I can't see around",it,.,"The pillar,The stage",0,"How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

There is a pillar between me and the stage, and I can't see around

OPTIONS: 
- The pillar .
- The stage .
Thought: Use similar thought as before.
Output: ",the pillar,the pillar,True,5
"There is a pillar between me and the stage, and I can't see",it,.,"The pillar,The stage",1,"How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage since

OPTIONS: 
- Gun instructors
- their students
Output: Gun instructors have years of experience from handling guns in their lifetime.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end ?

There is a pillar between me and the stage, and I can't see

OPTIONS: 
- The pillar .
- The stage .
Thought: Use similar thought as before.
Output: ",the stage,the stage,True,5
"They broadcast an announcement, but a subway came into the station and I couldn't hear",it,.,"The announcement,The subway",0,"How does the sentence end?

Subways has always been considered a healthy choice by athletes since

OPTIONS: 
- Subways
- athletes
Output: Subways offer such healthy ingredients in their sandwiches.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The listener did not complain about the singer because

OPTIONS: 
- The listener
- the singer
Output: The listener was tone deaf.

How does the sentence end?

John could not understand his waiter, because

OPTIONS: 
- John
- his waiter
Output: John was deaf.

How does the sentence end ?

They broadcast an announcement, but a subway came into the station and I couldn't hear

OPTIONS: 
- The announcement .
- The subway .
Thought: Use similar thought as before.
Output: ",the announcement,the announcement,True,5
"They broadcast an announcement, but a subway came into the station and I couldn't hear over",it,.,"The announcement,The subway",1,"How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Output: his friend could not hear.

How does the sentence end?

The train conductor admonished the man standing in the doorway because

OPTIONS: 
- The train conductor
- the man standing in the doorway
Output: the man standing in the doorway was not following the rules.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

Subways has always been considered a healthy choice by athletes since

OPTIONS: 
- Subways
- athletes
Output: Subways offer such healthy ingredients in their sandwiches.

How does the sentence end?

John could not understand his waiter, because

OPTIONS: 
- John
- his waiter
Output: John was deaf.

How does the sentence end ?

They broadcast an announcement, but a subway came into the station and I couldn't hear over

OPTIONS: 
- The announcement .
- The subway .
Thought: Use similar thought as before.
Output: ",the subway,the subway,True,5
"In the middle of the outdoor concert, the rain started falling, but",it,continued until 10.,"The concert,The rain",0,"How does the sentence end?

The storm delayed the flight as

OPTIONS: 
- The storm
- the flight
Output: The storm was very dangerous.

How does the sentence end?

Rammstein performed their latest hit single to the masses of Germany since

OPTIONS: 
- Rammstein
- the masses of Germany
Output: Rammstein wanted to perform for this native country first.

How does the sentence end?

The musicians performed at two venues because neither of

OPTIONS: 
- The musicians
- two venues
Output: The musicians got paid much.

How does the sentence end?

Black Eyed Peas hosted a huge event for the partners of Intel while

OPTIONS: 
- Black Eyed Peas
- the partners of Intel
Output: Black Eyed Peas also perform for many other events.

How does the sentence end?

Black Eyed Peas hosted a huge event for the partners of Intel, since

OPTIONS: 
- Black Eyed Peas
- the partners of Intel
Output: the partners of Intel have lots of money to hire them to perform.

How does the sentence end ?

In the middle of the outdoor concert, the rain started falling, but

OPTIONS: 
- The concert continued until 10.
- The rain continued until 10.
Thought: Use similar thought as before.
Output: ",the concert continued until 10,the concert continued until 10,True,5
"In the middle of the outdoor concert, the rain started falling, and",it,continued until 10.,"The concert,The rain",1,"How does the sentence end?

The storm delayed the flight as

OPTIONS: 
- The storm
- the flight
Output: The storm was very dangerous.

How does the sentence end?

Rammstein performed their latest hit single to the masses of Germany since

OPTIONS: 
- Rammstein
- the masses of Germany
Output: Rammstein wanted to perform for this native country first.

How does the sentence end?

The musicians performed at two venues because neither of

OPTIONS: 
- The musicians
- two venues
Output: The musicians got paid much.

How does the sentence end?

Black Eyed Peas hosted a huge event for the partners of Intel while

OPTIONS: 
- Black Eyed Peas
- the partners of Intel
Output: Black Eyed Peas also perform for many other events.

How does the sentence end?

Black Eyed Peas hosted a huge event for the partners of Intel, since

OPTIONS: 
- Black Eyed Peas
- the partners of Intel
Output: the partners of Intel have lots of money to hire them to perform.

How does the sentence end ?

In the middle of the outdoor concert, the rain started falling, and

OPTIONS: 
- The concert continued until 10.
- The rain continued until 10.
Thought: Use similar thought as before.
Output: ",the concert continued until 10,the rain continued until 10,False,5
"I used an old rag to clean the knife, and then I put",it,in the trash.,"The rag,The knife",0,"How does the sentence end?

The new knives are better than the old knives since

OPTIONS: 
- new knives
- old knives
Output: old knives are losing their sharp edge due to constant use.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

John thanked Bill because

OPTIONS: 
- John
- Bill
Output: Bill was helpful.

How does the sentence end?

The dumpsters arrived each day to retrieve the garbage of the population, but

OPTIONS: 
- The dumpsters
- the population
Output: The dumpsters can be called to arrive if requested.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end ?

I used an old rag to clean the knife, and then I put

OPTIONS: 
- The rag in the trash.
- The knife in the trash.
Thought: Use similar thought as before.
Output: ",the rag in the trash,the rag in the trash,True,5
"I used an old rag to clean the knife, and then I put",it,in the drawer.,"The rag,The knife",1,"How does the sentence end?

The new knives are better than the old knives since

OPTIONS: 
- new knives
- old knives
Output: old knives are losing their sharp edge due to constant use.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

John thanked Bill because

OPTIONS: 
- John
- Bill
Output: Bill was helpful.

How does the sentence end?

Mary cleaned Susan's room and

OPTIONS: 
- Mary
- Susan
Output: Mary asked a favor.

How does the sentence end?

The new knives are better than the old knives since

OPTIONS: 
- new knives
- old knives
Output: new knives are much sharper.

How does the sentence end ?

I used an old rag to clean the knife, and then I put

OPTIONS: 
- The rag in the drawer.
- The knife in the drawer.
Thought: Use similar thought as before.
Output: ",the rag in the drawer,the knife in the drawer,False,5
"Ann asked Mary what time the library closes, because",she,had forgotten.,"Ann,Mary",0,"How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

Customer Support fields the questions of their customers so

OPTIONS: 
- Customer Support
- their customers
Output: their customers could receive immediate assistance.

How does the sentence end?

Customer Support fields the questions of their customers so

OPTIONS: 
- Customer Support
- their customers
Output: Customer Support could provide immediate assistance.

How does the sentence end ?

Ann asked Mary what time the library closes, because

OPTIONS: 
- Ann had forgotten.
- Mary had forgotten.
Thought: Use similar thought as before.
Output: ",ann had forgotten,ann had forgotten,True,5
"Ann asked Mary what time the library closes, but",she,had forgotten.,"Ann,Mary",1,"How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

Mary lied to Sue and

OPTIONS: 
- Mary
- Sue
Output: Mary asked for forgiveness.

How does the sentence end ?

Ann asked Mary what time the library closes, but

OPTIONS: 
- Ann had forgotten.
- Mary had forgotten.
Thought: Use similar thought as before.
Output: ",mary had forgotten,mary had forgotten,True,5
I took the water bottle out of the backpack so that,it,would be handy.,"The water bottle,The backpack",0,"How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect because

OPTIONS: 
- Boyfriends
- their girlfriends
Output: their girlfriends are more inclined to stay with them when 

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

I took the water bottle out of the backpack so that

OPTIONS: 
- The water bottle would be handy.
- The backpack would be handy.
Thought: Use similar thought as before.
Output: ",the water bottle would be handy,the water bottle would be handy,True,5
I took the water bottle out of the backpack so that,it,would be lighter.,"The water bottle,The backpack",1,"How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect because

OPTIONS: 
- Boyfriends
- their girlfriends
Output: their girlfriends are more inclined to stay with them when 

How does the sentence end ?

I took the water bottle out of the backpack so that

OPTIONS: 
- The water bottle would be lighter.
- The backpack would be lighter.
Thought: Use similar thought as before.
Output: ",the backpack would be lighter,the backpack would be lighter,True,5
I couldn't put the pot on the shelf because,it,was too tall.,"The pot,The shelf",0,"How does the sentence end?

The older male cat is bullying the new younger male cat so that

OPTIONS: 
- The older male cat
- the new younger male cat
Output: The older male cat can assert his dominance.

How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end?

Walmart is enforcing strict guidelines for customers this Black Friday, but

OPTIONS: 
- Walmart
- customers
Output: customers may not always follow them even if 

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end ?

I couldn't put the pot on the shelf because

OPTIONS: 
- The pot was too tall.
- The shelf was too tall.
Thought: Use similar thought as before.
Output: ",the pot was too tall,the pot was too tall,True,5
I couldn't put the pot on the shelf because,it,was too high.,"The pot,The shelf",1,"How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end?

Walmart is enforcing strict guidelines for customers this Black Friday, but

OPTIONS: 
- Walmart
- customers
Output: customers may not always follow them even if 

How does the sentence end?

Entertainmart has to win over the consumers with their low prices because

OPTIONS: 
- Entertainmart
- the consumers
Output: the consumers are the ones that contribute to making a business successful.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: The food was past the expiration date.

How does the sentence end ?

I couldn't put the pot on the shelf because

OPTIONS: 
- The pot was too high.
- The shelf was too high.
Thought: Use similar thought as before.
Output: ",the pot was too high,the shelf was too high,False,5
I'm sure that my map will show this building;,it,is very good.,"The map,The building",0,"How does the sentence end?

Subways has always been considered a healthy choice by athletes since

OPTIONS: 
- Subways
- athletes
Output: Subways offer such healthy ingredients in their sandwiches.

How does the sentence end?

UPS provides much convenience to the customers with their drop off service so

OPTIONS: 
- UPS
- the customers
Output: the customers are encouraged to bring their packages in more often.

How does the sentence end?

UPS provides much convenience to the customers with their drop off service since

OPTIONS: 
- UPS
- the customers
Output: UPS make the shipping of packages extremely easy.

How does the sentence end?

The ski instructors taught the children the basics of skiing because

OPTIONS: 
- The ski instructors
- the children
Output: The ski instructors have much experience to share and teach.

How does the sentence end?

Customer Support fields the questions of their customers so

OPTIONS: 
- Customer Support
- their customers
Output: Customer Support could provide immediate assistance.

How does the sentence end ?

I'm sure that my map will show this building;

OPTIONS: 
- The map is very good.
- The building is very good.
Thought: Use similar thought as before.
Output: ",the map is very good,the map is very good,True,5
I'm sure that my map will show this building;,it,is very famous.,"The map,The building",1,"How does the sentence end?

Subways has always been considered a healthy choice by athletes since

OPTIONS: 
- Subways
- athletes
Output: Subways offer such healthy ingredients in their sandwiches.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage since

OPTIONS: 
- Gun instructors
- their students
Output: Gun instructors have years of experience from handling guns in their lifetime.

How does the sentence end?

The ski instructors taught the children the basics of skiing because

OPTIONS: 
- The ski instructors
- the children
Output: The ski instructors have much experience to share and teach.

How does the sentence end?

Kenmore is known for making superb appliances which is sold at Sears, because

OPTIONS: 
- Kenmore
- Sears
Output: Sears are the best place to sell top brand appliances.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

I'm sure that my map will show this building;

OPTIONS: 
- The map is very famous.
- The building is very famous.
Thought: Use similar thought as before.
Output: ",the building is very famous,the building is very famous,True,5
Bob paid for Charlie's college education.,He,is very generous.,"Bob,Charlie",0,"How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Output: The man was very generous.

How does the sentence end?

John gave a large sum of money to Bill because

OPTIONS: 
- John
- Bill
Output: John had extra.

How does the sentence end?

The master rewarded the dog because

OPTIONS: 
- The master
- the dog
Output: The master was a good owner.

How does the sentence end?

John gave a large sum of money to Bill because

OPTIONS: 
- John
- Bill
Output: Bill needed a loan.

How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Output: the beggar was too persistent.

How does the sentence end ?

Bob paid for Charlie's college education.

OPTIONS: 
- Bob is very generous.
- Charlie is very generous.
Thought: Use similar thought as before.
Output: ",bob is very generous,bob is very generous,True,5
Bob paid for Charlie's college education.,He,is very grateful.,"Bob,Charlie",1,"How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Output: The man was very generous.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

Amazon offers a generous credit program for college books because

OPTIONS: 
- Amazon
- college books
Output: Amazon want students to come back and use their credit for more purchases.

How does the sentence end ?

Bob paid for Charlie's college education.

OPTIONS: 
- Bob is very grateful.
- Charlie is very grateful.
Thought: Use similar thought as before.
Output: ",charlie is very grateful,charlie is very grateful,True,5
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",He,is very hurt.,"Bob,Charlie",0,"How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

The government officials publicly apologized to the people because

OPTIONS: 
- The government officials
- the people
Output: the people demanded an apology.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Output: his friend could not hear.

How does the sentence end?

Customer Support fields the questions of their customers so

OPTIONS: 
- Customer Support
- their customers
Output: Customer Support could provide immediate assistance.

How does the sentence end ?

Bob paid for Charlie's college education, but now Charlie acts as though it never happened.

OPTIONS: 
- Bob is very hurt.
- Charlie is very hurt.
Thought: Use similar thought as before.
Output: ",bob is very hurt,bob is very hurt,True,5
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",He,is very ungrateful.,"Bob,Charlie",1,"How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

Professors do a lot for students, but

OPTIONS: 
- Professors
- students
Output: students are rarely thankful.

How does the sentence end?

Customer Support fields the questions of their customers so

OPTIONS: 
- Customer Support
- their customers
Output: Customer Support could provide immediate assistance.

How does the sentence end?

Customer Support fields the questions of their customers so

OPTIONS: 
- Customer Support
- their customers
Output: their customers could receive immediate assistance.

How does the sentence end ?

Bob paid for Charlie's college education, but now Charlie acts as though it never happened.

OPTIONS: 
- Bob is very ungrateful.
- Charlie is very ungrateful.
Thought: Use similar thought as before.
Output: ",charlie is very ungrateful,charlie is very ungrateful,True,5
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,",he,would have won.,"Bob,Adam",0,"How does the sentence end?

The big brother always beats the little brother at board games since

OPTIONS: 
- The big brother
- the little brother
Output: The big brother was older and wiser.

How does the sentence end?

The big brother always beats the little brother at board games since

OPTIONS: 
- The big brother
- the little brother
Output: the little brother is not very good at games.

How does the sentence end?

The veterans defeated the newcomers because

OPTIONS: 
- The veterans
- the newcomers
Output: The veterans were more experienced.

How does the sentence end?

The veterans defeated the newcomers because

OPTIONS: 
- The veterans
- the newcomers
Output: the newcomers were less experienced.

How does the sentence end?

Brock understood the material better than Tracy because

OPTIONS: 
- Brock
- Tracy
Output: Brock was paying attention.

How does the sentence end ?

Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,

OPTIONS: 
- Bob would have won.
- Adam would have won.
Thought: Use similar thought as before.
Output: ",bob would have won,bob would have won,True,5
